gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000109920.13	FNBP4	Productive	-	0	0	2	chr11:47765270-47765362	chr11:47754528-47754664	chr11:47752916-47753102	2.2816635160680527	10.63855421686747	1.509433962264151	2.6470802	3.695656776428222	2.018343687057495	FALSE
ENSG00000116983.13	HPCAL4	Productive	-	0	0	0	chr1:39684442-39684603	chr1:39683937-39684152	chr1:39682536-39682733	0.8119760479041916	3.257425742574257	0.5989304812834224	5.579167	5.7307963371276855	5.574117183685303	FALSE
ENSG00000162576.17	MXRA8	Productive	-	2	2	2	chr1:1356681-1356704	chr1:1355450-1355752	chr1:1355244-1355345	2.2739726027397262	4.473965287049399	7.294117647058823	2.1772058	2.3766634464263916	0.598625	FALSE
ENSG00000149136.9	SSRP1	Productive	-	0	0	0	chr11:57330855-57330927	chr11:57330733-57330741	chr11:57330291-57330429	0.932475884244373	0.5652173913043478	15.878048780487806	4.3289857	4.146888732910156	5.042603	TRUE
ENSG00000149150.9	SLC43A1	Productive	-	0	0	2	chr11:57500779-57500855	chr11:57497753-57497845	chr11:57496031-57496164	1.2853628536285362	0.33253873659118	0.26194398682042835	3.6723359	4.953644752502441	4.413182	FALSE
ENSG00000043514.17	TRIT1	Productive	-	2	2	2	chr1:39847986-39848097	chr1:39847548-39847660	chr1:39847220-39847297	0.3916967509025271	7.380597014925373	5.963768115942029	3.9639106	4.365947246551514	3.284759283065796	FALSE
ENSG00000166889.14	PATL1	Unproductive	-	0	0	0	chr11:59657530-59657724	chr11:59657080-59657153	chr11:59656499-59656600	1.127717391304348	10.83783783783784	5.712074303405573	3.8104706	3.2608375549316406	3.7171843	FALSE
ENSG00000110077.15	MS4A6A	Productive	-	0	0	0	chr11:60181581-60181666	chr11:60178260-60178316	chr11:60175506-60175611	9.015873015873016	1.4598930481283423	3.0555555555555554	0.16543396	0.5356316	0.07558140903711319	FALSE
ENSG00000110107.9	PRPF19	Productive	-	0	0	2	chr11:60898541-60898626	chr11:60898101-60898271	chr11:60897846-60897951	0.16524216524216523	0.45359749739311783	0.3160377358490566	5.1837544	5.067391872406006	5.714709281921387	FALSE
ENSG00000131238.18	PPT1	Productive	-	0	0	0	chr1:40078560-40078628	chr1:40076842-40076913	chr1:40074101-40074183	0.6030769230769231	5.786324786324786	1.0091463414634143	4.0577226	4.260305404663086	4.543667	TRUE
ENSG00000110446.12	SLC15A3	Productive	-	0	0	0	chr11:60942035-60942145	chr11:60941122-60941290	chr11:60939480-60939638	1.135706340378198	8.776978417266188	2.195767195767196	3.291585	3.4055089950561523	2.132054328918457	FALSE
ENSG00000131238.18	PPT1	Productive	-	1	1	0	chr1:40091329-40091373	chr1:40089410-40089512	chr1:40080397-40080487	0.34675615212527966	1.8295454545454544	12.807692307692308	4.926769	3.777679681777954	4.3899336	TRUE
ENSG00000149532.16	CPSF7	Unproductive	-	0	0	0	chr11:61421390-61421608	chr11:61421054-61421130	chr11:61420470-61420573	0.5157342657342657	0.3344594594594595	15.059701492537313	4.473452	1.79750657081604	3.1980274	TRUE
ENSG00000011347.10	SYT7	Productive	-	1	1	0	chr11:61551384-61551463	chr11:61547177-61547308	chr11:61532989-61533124	1.5740318906605923	9.931506849315069	3.442528735632184	3.5981033	6.540174	4.517112731933594	FALSE
ENSG00000167994.13	RAB3IL1	Productive	-	0	0	0	chr11:61907393-61907470	chr11:61906466-61906684	chr11:61904754-61904882	6.401041666666667	2.994350282485876	9.116883116883116	3.7453876	3.445735454559326	4.395795	FALSE
ENSG00000124942.14	AHNAK	Productive	-	2	2	2	chr11:62535003-62535190	chr11:62491732-62491831	chr11:62433884-62433891	2.727272727272727	4.904761904761905	3.1495098039215685	0.806875	0.4677000045776367	3.2292767000000002	FALSE
ENSG00000089597.18	GANAB	Productive	-	1	1	1	chr11:62634821-62635000	chr11:62634310-62634375	chr11:62633445-62633514	1.5080213903743316	1.759433962264151	8.925438596491228	1.3817145	5.5981364250183105	3.343672275543213	TRUE
ENSG00000089597.18	GANAB	Productive	-	0	0	1	chr11:62639627-62639731	chr11:62639359-62639467	chr11:62638983-62639110	8.7012987012987	17.313253012048193	2.392857142857143	2.6531172	3.379018545150757	2.9603142738342285	FALSE
ENSG00000162191.14	UBXN1	Productive	-	2	2	0	chr11:62677518-62677634	chr11:62676813-62677005	chr11:62676613-62676639	1.5789473684210529	11.403225806451612	9.840579710144928	4.6767035	3.4026217460632324	2.782829	TRUE
ENSG00000168000.16	BSCL2	Productive	-	1	1	0	chr11:62692376-62692473	chr11:62691280-62691421	chr11:62691075-62691141	2.4272727272727272	1.710997442455243	11.022222222222222	0.14802983	3.574394464492798	3.2498882	TRUE
ENSG00000133316.16	WDR74	Productive	-	0	0	2	chr11:62833792-62833937	chr11:62833618-62833674	chr11:62832952-62833131	3.465564738292011	7.925	2.8318318318318316	0.9080889	3.5222456455230713	2.9840343	TRUE
ENSG00000171790.16	SLFNL1	Productive	-	0	0	0	chr1:41017635-41017979	chr1:41017234-41017377	chr1:41016106-41016228	1.1025641025641026	0.903954802259887	1.0007220216606498	1.379252	2.6000001430511475	2.559203	FALSE
ENSG00000133315.12	MACROD1	Productive	-	2	2	0	chr11:63998955-63999036	chr11:63998838-63998872	chr11:63998656-63998687	2.7941176470588234	22.5	3.7222222222222223	0.6087812	0.2603999972343445	0.52387804	FALSE
ENSG00000110076.21	NRXN2	Productive	-	0	0	0	chr11:64630402-64630573	chr11:64626463-64626552	chr11:64622753-64623078	0.954035874439462	5.84	0.2972593113141251	4.5582023	6.118289470672607	5.0573954582214355	TRUE
ENSG00000110076.21	NRXN2	Productive	-	2	2	2	chr11:64660332-64660535	chr11:64653696-64653722	chr11:64652035-64652154	0.6832641770401107	2.380952380952381	3.1382575757575757	4.58245	3.4008517265319824	4.693323612213135	TRUE
ENSG00000010803.17	SCMH1	Productive	-	2	2	2	chr1:41037362-41037541	chr1:41033983-41034048	chr1:41028584-41028726	2.9329896907216493	1.9913793103448276	3.334410339256866	3.369413	0.70596975	2.2109832763671875	TRUE
ENSG00000110076.21	NRXN2	Productive	-	0	0	0	chr11:64685646-64685947	chr11:64677014-64677037	chr11:64668482-64668604	1.346666666666667	14.5	0.24372759856630824	5.7135854	6.870041370391846	4.935835	TRUE
ENSG00000110076.21	NRXN2	Productive	-	2	2	2	chr11:64697775-64697792	chr11:64692847-64692876	chr11:64690405-64690476	3.1	0.3037974683544304	2.8333333333333335	3.1310139	5.508666515350342	2.8514444828033447	TRUE
ENSG00000068831.19	RASGRP2	Unproductive	-	1	1	1	chr11:64740948-64741079	chr11:64740368-64740446	chr11:64740013-64740163	2.482993197278911	2.9313725490196076	5.177033492822966	3.1026292	0.6198228001594543	2.853590965270996	TRUE
ENSG00000168066.22	SF1	Productive	-	2	2	0	chr11:64766900-64767079	chr11:64765951-64766155	chr11:64765454-64765518	7.666666666666667	0.8477611940298507	0.6728778467908902	2.9972	3.925960779190063	4.4819336	TRUE
ENSG00000168067.12	MAP4K2	Productive	-	1	1	2	chr11:64801111-64801183	chr11:64800900-64801031	chr11:64800764-64800826	0.8438538205980066	1.3407917383820998	0.4783599088838269	2.9152699	4.427901744842529	3.2177942	FALSE
ENSG00000149806.11	FAU	Productive	-	0	0	0	chr11:65121500-65121539	chr11:65120981-65121036	chr11:65120757-65120806	0.02631578947368421	41.54545454545455	0.5306748466257669	5.5371594	5.385499477386475	3.8375504	FALSE
ENSG00000162241.13	SLC25A45	Productive	-	0	0	0	chr11:65379867-65379938	chr11:65379376-65379561	chr11:65376818-65377076	4.936507936507937	6.052208835341365	1.2528301886792452	1.7802701	1.738505482673645	2.1383195	FALSE
ENSG00000168056.18	LTBP3	Productive	-	2	2	2	chr11:65540245-65540382	chr11:65540013-65540153	chr11:65539720-65539881	3.6404199475065617	2.5090909090909093	3.3664383561643834	1.6381233	1.524815797805786	1.6297972	TRUE
ENSG00000198815.9	FOXJ3	Productive	-	0	0	0	chr1:42227883-42227966	chr1:42205762-42205863	chr1:42199102-42199230	10.58974358974359	0.5024390243902439	18.818181818181817	4.781512	5.662078380584717	4.571715	TRUE
ENSG00000174851.17	YIF1A	Productive	-	1	1	0	chr11:66287598-66287676	chr11:66285701-66285758	chr11:66285381-66285536	1.4093023255813957	11.757575757575758	2.7938144329896906	3.4087117	3.7738966941833496	3.8884811	FALSE
ENSG00000174744.14	BRMS1	Productive	-	2	2	2	chr11:66338721-66338785	chr11:66338243-66338282	chr11:66337668-66337889	7.096551724137931	8.8	0.7980132450331126	0.03947298	1.5659500360488892	3.3111844	FALSE
ENSG00000174669.12	SLC29A2	Productive	-	0	0	0	chr11:66367464-66367548	chr11:66366431-66366564	chr11:66366126-66366231	1.4004106776180698	2.675438596491228	9.883333333333333	3.377528	1.0449104309082031	1.754259	FALSE
ENSG00000175482.9	POLD4	Productive	-	1	1	2	chr11:67352988-67353077	chr11:67352691-67352802	chr11:67351995-67352019	0.22826086956521735	8.095890410958905	0.9672897196261684	2.28024	1.6240088939666748	1.4649667	FALSE
ENSG00000221978.13	CCNL2	Unproductive	-	1	1	0	chr1:1393396-1393460	chr1:1392790-1392798	chr1:1390766-1390865	0.0711864406779661	0.8181818181818182	20.25	5.1248	5.965110778808594	5.7524767	FALSE
ENSG00000172531.16	PPP1CA	Productive	-	2	2	2	chr11:67400689-67400919	chr11:67399561-67399665	chr11:67398940-67399163	0.16631130063965885	0.01587301587301587	3.740740740740741	5.500955	5.812532901763916	5.741974	FALSE
ENSG00000172531.16	PPP1CA	Productive	-	2	2	0	chr11:67401728-67401782	chr11:67401068-67401199	chr11:67400689-67400919	3.740740740740741	13.86021505376344	3.4324324324324325	5.741974	4.934280872344971	2.2939637	FALSE
ENSG00000172663.9	TMEM134	Productive	-	1	1	2	chr11:67465056-67465100	chr11:67464803-67464856	chr11:67464614-67464696	2.3448275862068964	12.235294117647058	2.5576923076923075	1.7957953	1.9476111	1.4468443393707275	FALSE
ENSG00000172663.9	TMEM134	Productive	-	2	2	0	chr11:67467312-67467388	chr11:67465056-67465100	chr11:67464803-67464856	14.571428571428571	2.5576923076923075	1.5041322314049588	1.9476111	1.4468443393707275	1.7657533	TRUE
ENSG00000110721.12	CHKA	Productive	-	0	0	1	chr11:68097019-68097130	chr11:68081404-68081457	chr11:68074717-68074830	0.1090589270008795	1.302325581395349	0.39769707705934454	5.351272	3.7088701725006104	4.0282769203186035	TRUE
ENSG00000110066.16	KMT5B	Productive	-	1	1	2	chr11:68185781-68185928	chr11:68180132-68180200	chr11:68175018-68175183	0.23393854748603352	0.3590733590733591	0.5011135857461024	4.8171144	2.0677390098571777	5.286777019500732	FALSE
ENSG00000110066.16	KMT5B	Unproductive	-	1	1	1	chr11:68180132-68180200	chr11:68179470-68179830	chr11:68175018-68175183	0.23393854748603352	4.250847457627119	0.3590733590733591	4.8171144	0.4049612581729889	2.0677390098571777	TRUE
ENSG00000132749.11	TESMIN	Productive	-	2	2	0	chr11:68744991-68745111	chr11:68742318-68742394	chr11:68738784-68738788	0.5	1.9299065420560748	3.3522267206477734	2.2728	1.92653226852417	1.9570247	FALSE
ENSG00000162105.21	SHANK2	Productive	-	2	2	2	chr11:70501923-70501931	chr11:70500570-70500590	chr11:70492335-70492465	0.791380999020568	0.1935483870967742	Inf	3.1917405	3.6287143230438232	4.9715557	FALSE
ENSG00000149357.10	LAMTOR1	Productive	-	0	0	1	chr11:72098781-72098858	chr11:72098289-72098415	chr11:72097822-72097914	0.47174447174447176	30.708333333333332	0.11070110701107012	5.5388927	4.550055027008057	5.1470513	TRUE
ENSG00000162129.15	CLPB	Productive	-	0	0	2	chr11:72307199-72307254	chr11:72302304-72302348	chr11:72301803-72301964	2.448036951501155	0.08033240997229917	0.19843342036553524	5.617982	5.832088947296143	5.4868035	FALSE
ENSG00000162129.15	CLPB	Unproductive	-	2	2	0	chr11:72317106-72317220	chr11:72310944-72311051	chr11:72308527-72308604	5.737704918032787	8.5	0.30333333333333334	5.8775773	1.6363333463668823	4.126487	FALSE
ENSG00000162129.15	CLPB	Productive	-	2	2	1	chr11:72380281-72380384	chr11:72372925-72373014	chr11:72358880-72359008	0.8340486409155937	1.841726618705036	0.3751783166904422	4.0932484	1.8196555376052856	4.019615	TRUE
ENSG00000162129.15	CLPB	Productive	-	1	1	2	chr11:72430312-72430363	chr11:72402966-72403052	chr11:72380281-72380384	0.3751783166904422	1.3255813953488371	1.2528735632183907	4.019615	2.8058042526245117	2.3672886	FALSE
ENSG00000186642.16	PDE2A	Productive	-	0	0	1	chr11:72642254-72642326	chr11:72631078-72631139	chr11:72608662-72608751	4.884353741496598	7.272727272727272	0.49	1.8809999	1.406935691833496	2.204644	FALSE
ENSG00000186635.16	ARAP1	Productive	-	0	0	2	chr11:72693325-72693470	chr11:72692753-72692785	chr11:72688455-72688537	0.5407407407407407	2.897435897435898	5.995515695067264	3.1656265	1.482878804206848	3.6100757	FALSE
ENSG00000117394.24	SLC2A1	Productive	-	0	0	0	chr1:42958634-42958651	chr1:42943226-42943321	chr1:42931046-42931206	11.263803680981596	0.2669902912621359	Inf	3.6868942	4.272634983062744	0.9290555119514464	FALSE
ENSG00000186635.16	ARAP1	Productive	-	0	0	2	chr11:72705805-72705890	chr11:72704152-72704334	chr11:72702905-72703079	4.25752508361204	8.438144329896907	0.5216666666666666	2.6452744	3.395207643508911	3.966628	FALSE
ENSG00000214530.10	STARD10	Productive	-	0	0	0	chr11:72757767-72757884	chr11:72755701-72755753	chr11:72755122-72755142	0.6923076923076923	1.08	0.8620071684587813	5.2022853	5.05658483505249	4.078119	FALSE
ENSG00000137478.15	FCHSD2	Productive	-	0	0	0	chr11:72843151-72843328	chr11:72842621-72842841	chr11:72841454-72841583	0.7353535353535353	0.6022727272727273	13.40650406504065	3.8958464	4.561886787414551	4.5798593	FALSE
ENSG00000137478.15	FCHSD2	Productive	-	0	0	0	chr11:72902543-72902638	chr11:72900257-72900328	chr11:72889829-72889945	0.10047846889952151	1.360759493670886	0.15870786516853932	4.884488	4.5311665534973145	4.2422605	FALSE
ENSG00000137478.15	FCHSD2	Productive	-	1	1	0	chr11:73141857-73141877	chr11:73140031-73140128	chr11:73083695-73083740	3.3076923076923075	11.13953488372093	1.1666666666666667	2.885174	5.308836460113525	3.7226665	FALSE
ENSG00000054965.11	FAM168A	Productive	-	2	2	2	chr11:73430690-73430770	chr11:73425022-73425048	chr11:73419874-73419999	2.6333333333333333	Inf	0.27722772277227725	4.9649215	3.8296666145324703	3.6801233291625977	TRUE
ENSG00000175582.20	RAB6A	Productive	-	2	2	0	chr11:73720846-73720899	chr11:73718785-73718890	chr11:73716251-73716362	0.03166869671132764	2.430379746835443	15.15	6.018678	6.526811122894287	6.072110176086426	TRUE
ENSG00000175567.11	UCP2	Productive	-	1	1	2	chr11:73976641-73976742	chr11:73975491-73975671	chr11:73975007-73975121	0.5720221606648199	8.46	38.75	4.210626	4.804055213928223	4.396147	FALSE
ENSG00000054938.17	CHRDL2	Productive	-	2	2	2	chr11:74702794-74702967	chr11:74701592-74701646	chr11:74697205-74697297	2.4285714285714284	1.35	9.25	3.060613	2.415690660476685	1.8016551733016968	FALSE
ENSG00000166435.17	XRRA1	Productive	-	0	0	2	chr11:74862981-74863021	chr11:74859158-74859283	chr11:74852015-74852082	0.4663072776280324	21.555555555555557	4.5625	2.1488822	2.4228570461273193	2.2670002	TRUE
ENSG00000166435.17	XRRA1	Productive	-	2	2	0	chr11:74945018-74945085	chr11:74940785-74940882	chr11:74936884-74937068	5.897540983606557	3.0307692307692307	2.3541666666666665	0.7919351	1.5908673	0.9413823485374452	FALSE
ENSG00000137486.17	ARRB1	Productive	-	1	1	1	chr11:75268889-75268959	chr11:75267652-75267703	chr11:75266163-75266274	7.776923076923077	6.5777777777777775	0.407673860911271	3.739259	4.4067888259887695	3.9808595	FALSE
ENSG00000137486.17	ARRB1	Productive	-	1	1	1	chr11:75272895-75272978	chr11:75271701-75271724	chr11:75268889-75268959	0.407673860911271	0.14893617021276595	6.225806451612903	3.9808595	4.20283317565918	3.887893	TRUE
ENSG00000158555.15	GDPD5	Productive	-	1	1	0	chr11:75439879-75439961	chr11:75439340-75439354	chr11:75436936-75437048	0.31452581032412963	Inf	1.0357142857142858	4.6024957	6.714999198913574	3.1155543	TRUE
ENSG00000137492.9	THAP12	Unproductive	-	0	0	1	chr11:76365852-76365972	chr11:76364338-76364432	chr11:76360956-76361063	0.4032520325203252	0.4106090373280943	0.2154006243496358	4.7143707	2.3295788764953613	4.902884	TRUE
ENSG00000074201.9	CLNS1A	Productive	-	2	2	2	chr11:77624963-77625070	chr11:77622500-77622673	chr11:77619628-77619695	0.46190476190476193	6.600858369098712	3.2455621301775146	4.7628236	4.576160430908203	5.024371	FALSE
ENSG00000048649.14	RSF1	Productive	-	2	2	2	chr11:77764598-77764689	chr11:77747036-77747128	chr11:77740731-77740936	0.33217027215631545	7.526881720430108	0.13636363636363635	4.886733	4.422601699829102	4.887152194976807	FALSE
ENSG00000149262.19	INTS4	Productive	-	1	1	0	chr11:77901421-77901551	chr11:77894290-77894349	chr11:77891681-77891840	1.727900552486188	0.6	1.8509803921568628	4.3282	4.377950191497803	4.507191	FALSE
ENSG00000151366.13	NDUFC2	Productive	-	2	2	0	chr11:78079579-78079744	chr11:78072998-78073141	chr11:78069987-78070036	1.7578125	4.056034482758621	4.150375939849624	2.03082	1.9461528062820437	1.2958012	TRUE
ENSG00000159063.14	ALG8	Productive	-	1	1	1	chr11:78104356-78104453	chr11:78103980-78104052	chr11:78100964-78101195	3.0476973684210527	22.56756756756757	0.4939106901217862	3.0266814	3.9278080463409424	4.05999	TRUE
ENSG00000159063.14	ALG8	Productive	-	0	0	0	chr11:78139494-78139588	chr11:78127358-78127436	chr11:78124025-78124214	0.602832097100472	0.22269807280513915	7	4.1986737	5.116405010223389	1.7605687	TRUE
ENSG00000137513.11	NARS2	Productive	-	1	1	0	chr11:78443661-78443758	chr11:78441091-78441117	chr11:78436670-78436814	0.28401360544217685	1.3893805309734513	1.0215264187866928	5.0632415	2.381296157836914	3.6703877	TRUE
ENSG00000137513.11	NARS2	Productive	-	0	0	0	chr11:78528842-78528849	chr11:78493063-78493195	chr11:78478585-78478683	1.2704545454545455	0.6221105527638191	1.75	2.575	4.764097690582275	3.784	FALSE
ENSG00000149256.16	TENM4	Productive	-	2	2	2	chr11:78786898-78787083	chr11:78778602-78778628	chr11:78770992-78771138	0.38848263254113347	3.6666666666666665	2.281303602058319	4.908075	7.214074611663818	4.768516	FALSE
ENSG00000137502.10	RAB30	Productive	-	0	0	0	chr11:82997224-82997316	chr11:82994039-82994122	chr11:82987752-82987770	0	42.5	5.5607476635514015	6.90679	5.746547698974609	6.351441	FALSE
ENSG00000137500.10	CCDC90B	Productive	-	2	2	0	chr11:83273647-83273700	chr11:83265865-83265979	chr11:83261911-83261966	0.12732919254658384	0.6636363636363637	0.9397163120567376	3.1010177	3.75116515159607	4.106574	TRUE
ENSG00000150672.19	DLG2	Productive	-	2	2	0	chr11:83483253-83483298	chr11:83480372-83480413	chr11:83472727-83472777	0.41578947368421054	0.40707964601769914	0.974025974025974	4.5068626	5.574261665344238	6.0937834	FALSE
ENSG00000150672.19	DLG2	Productive	-	1	1	2	chr11:83962885-83963023	chr11:83930328-83930483	chr11:83874420-83874488	0.5028089887640449	1.5645569620253164	3.4095940959409594	2.9502032	5.843686103820801	4.7296906	TRUE
ENSG00000150672.19	DLG2	Productive	-	0	0	0	chr11:84273151-84273171	chr11:84251238-84251291	chr11:84163461-84163511	0	0.007380073800738	9	3.7545881	4.4613518714904785	3.0145714	TRUE
ENSG00000137501.18	SYTL2	Productive	-	0	0	0	chr11:85714413-85714448	chr11:85711113-85711232	chr11:85709467-85709500	0.4805825242718446	2.5172413793103448	0.3783783783783784	4.626765	4.2263584	5.07275	FALSE
ENSG00000073921.18	PICALM	Productive	-	0	0	1	chr11:85981129-85981228	chr11:85978070-85978093	chr11:85976623-85976682	0.3941368078175896	0.6363636363636364	0.3113087674714104	5.2675834	6.368124485015869	5.522649765014648	TRUE
ENSG00000073921.18	PICALM	Productive	-	2	2	2	chr11:85996826-85996929	chr11:85990250-85990399	chr11:85983866-85983973	0.786697247706422	8.640287769784173	2.23943661971831	4.598565	6.045959949493408	3.876894474029541	TRUE
ENSG00000073921.18	PICALM	Productive	-	2	2	0	chr11:86031469-86031588	chr11:86026292-86026367	chr11:86022367-86022469	2.2904564315352696	42.75	0.09578107183580388	5.7017474	5.986013412475586	5.826791286468506	TRUE
ENSG00000109861.17	CTSC	Productive	-	2	2	1	chr11:88300530-88300645	chr11:88296133-88296264	chr11:88294006-88294508	10.37236084452975	0.9095295536791316	7.6940298507462686	4.0398726	4.504606246948242	3.190758466720581	FALSE
